fecha_de_registro,tipo_divorcio,el_nacionalidad,el_f_nacimiento,el_loc_nacimiento,el_mpo_nacimiento,el_edo_nacimiento,el_pais_nacimiento,el_edad,el_mpo_habita,el_edo_habita,el_pais_habita,el_ingreso,el_ocupacion,el_loc_habita,ella_nacionalidad,ella_f_nacimiento,fecha_de_registro_2,ella_loc_nacimiento,ella_mpo_nacimiento,ella_edo_nacimiento,ella_pais_nacimiento,ella_edad,ella_loc_habita,ella_mpo_habita,ella_edo_habita,ella_pais_habita,ella_ocupacion,ella_ingreso,fecha,localidad,municipio,entidad_federativa,el_escolaridad,el_trabajo,ella_escolaridad,ella_trabajo,años_matrimonio,meses_matrimonio,num_hijos,custodia
2012-12-14,Voluntario,MEXICANA,03/12/1964,PASO DE TELAYA,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,48,XALAPA,VERACRUZ,MEXICO,3500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,08/11/1968,1969-01-13,COATEPEC,COATEPEC,VERACRUZ,MEXICO,44,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,8000,1997-04-19,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,13,NA,NA,NA
2007-01-15,Necesario,MEXICANA,15/05/1972,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,12000,NA,XALAPA-ENRIQUEZ,MEXICANA,10/02/1969,NA,EMPALME ESCOBEDO,COMONFORT,GUANAJUATO,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,3000,2001-01-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,5,NA,1,NA
2007-01-15,Necesario,MEXICANA,24/12/1979,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,27,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,11/07/1983,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,23,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,3600,2000-04-25,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,NO TRABAJA,SECUNDARIA,EMPLEADO,6,NA,1,NA
2007-01-15,Necesario,MEXICANA,28/07/1942,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,64,XALAPA,VERACRUZ,MEXICO,2000,NA,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1971-11-14,XALAPA,XALAPA,VERACRUZ,PRIMARIA,NO TRABAJA,PRIMARIA,NA,35,NA,5,NA
2008-01-15,Necesario,MEXICANA,15/09/1962,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,45,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,21/11/1961,NA,PAPANTLA,PAPANTLA,VERACRUZ,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1983-08-13,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,24,NA,2,MADRE
2008-01-15,Necesario,MEXICANA,19/07/1976,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,17/02/1978,NA,JUCHIQUE DE FERRER,JUCHIQUE DE FERRER,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1996-03-06,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PRIMARIA,EMPLEADO,11,NA,2,MADRE
2009-01-15,Voluntario,MEXICANA,31/08/1967,MANCUERNAS,TEPEYAHUALCO,PUEBLA,MEXICO,41,XALAPA,VERACRUZ,MEXICO,2000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,23/05/1986,1987-03-06,MANCUERNAS,TEPEYAHUALCO,PUEBLA,MEXICO,22,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,NA,2007-06-06,LIBRES,LIBRES,PUEBLA,SECUNDARIA,ESTABLECIMIENTO,PREPARATORIA,NO TRABAJA,1,6,NA,NA
2010-01-15,Necesario,MEXICANA,10/03/1969,DOS RIOS,EMILIANO ZAPATA,VERACRUZ,MEXICO,40,XALAPA,VERACRUZ,MEXICO,9000,CARPINTERO,XALAPA-ENRIQUEZ,MEXICANA,18/10/1972,NA,ACATLAN,"NAOLINCO",VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1992-03-07,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,SECUNDARIA,NO TRABAJA,16,NA,2,MADRE
2010-01-15,Necesario,MEXICANA,NA,VISTA HERMOSA,JILOTEPEC,VERACRUZ,MEXICO,52,XALAPA,VERACRUZ,MEXICO,7500,MEDICO,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,5000,1986-04-05,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,23,NA,3,MADRE
2010-01-15,Necesario,MEXICANA,17/01/1978,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,13/02/1979,NA,MEXICO,MEXICO,DISTRITO FEDERAL,MEXICO,30,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1995-01-25,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,SECUNDARIA,NA,19,NA,1,MADRE
2000-02-15,Voluntario,MEXICANA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,MEXICANA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,1997-01-10,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,NA,NA,NA,NA
2000-02-15,Necesario,MEXICANA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,MEXICANA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,1985-05-17,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,TRABAJA EN SU VIVIENDA,SECUNDARIA,NO TRABAJA,NA,NA,NA,NA
2002-02-15,Voluntario,MEXICANA,07/07/1937,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,64,XALAPA,VERACRUZ,MEXICO,4000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,03/10/1957,1957-11-12,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,44,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,8000,1997-02-27,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,PREPARATORIA,TRABAJADOR POR CUENTA PROPIA EN VIA PUBLICA,4,11,NA,NA
2002-02-15,Voluntario,MEXICANA,09/07/1973,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,03/09/1975,1975-12-01,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1991-08-24,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,10,5,1,MADRE
2002-02-15,Necesario,MEXICANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEXICANA,21/12/1958,1959-02-21,RINCONADA,RINCONADA,VERACRUZ,MEXICO,44,PUEBLA,PUEBLA,PUEBLA,MEXICO,LABORES DOMESTICAS,NA,1978-12-02,XALAPA,XALAPA,VERACRUZ,NA,NA,SECUNDARIA,TRABAJADOR NO REMUNERADO,23,2,1,MADRE
2005-02-15,Voluntario,MEXICANA,16/07/1969,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA,VERACRUZ,MEXICO,14500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,05/06/1970,1970-07-20,PAPANTLA,PAPANTLA,VERACRUZ,MEXICO,34,NA,NA,NA,NA,EMPLEADA,14500,1996-08-03,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,8,NA,NA,NA
2006-02-15,Necesario,MEXICANA,03/08/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,3000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,31/05/1974,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1995-12-02,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,NA,PREPARATORIA,TRABAJA EN SU VIVIENDA,10,NA,3,NA
2007-02-15,Necesario,MEXICANA,28/03/1964,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,42,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,NA,NA,NA,NA,NA,1987-07-03,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,NA,9,NA,2,PADRE
2008-02-15,Necesario,MEXICANA,19/02/1958,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,49,XALAPA,VERACRUZ,MEXICO,NA,ARQUITECTO,XALAPA-ENRIQUEZ,MEXICANA,01/05/1964,NA,OTATES,ACTOPAN,VERACRUZ,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,NA,1992-10-17,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,ESTABLECIMIENTO,15,NA,1,MADRE
2011-02-15,Voluntario,MEXICANA,19/07/1983,SALVADOR DIAZ MIRON,MISANTLA,VERACRUZ,MEXICO,27,XALAPA,VERACRUZ,MEXICO,3600,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,03/02/1985,1985-03-22,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2006-12-18,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,SECUNDARIA,NO TRABAJA,4,NA,NA,NA
2011-02-15,Necesario,MEXICANA,09/02/1979,MATIAS ROMERO,MATIAS ROMERO,OAXACA,MEXICO,32,MATIAS ROMERO,OAXACA,MEXICO,5000,ING.,MATIAS ROMERO,MEXICANA,28/03/1982,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LICENCIADA,NA,2006-08-12,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,4,1,1,MADRE
2011-02-15,Necesario,MEXICANA,04/05/1970,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,40,XALAPA,VERACRUZ,MEXICO,1200,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,22/05/1973,NA,EL CASTILLO,XALAPA,VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,1200,1994-08-04,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,ESTABLECIMIENTO,SECUNDARIA,EMPLEADO,15,NA,2,MADRE
2012-02-15,Necesario,MEXICANA,15/01/1969,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,43,XALAPA,VERACRUZ,MEXICO,2145184,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,04/09/1973,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADO,13706,1998-09-05,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,NA,NA,NA,NA
2012-02-15,Necesario,MEXICANA,12/10/1966,MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,45,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,6000,COMERCIANTE,MARTINEZ DE LA TORRE,MEXICANA,14/10/1963,NA,LAS CHOAPAS,LAS CHOAPAS,VERACRUZ,MEXICO,48,MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,PROFESORA,15000,1991-12-23,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,20,NA,2,NA
2013-02-15,Necesario,MEXICANA,14/11/1982,TUXPAN,TUXPAN,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,05/02/1978,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4000,2005-09-10,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,NA,EMPLEADO,5,NA,1,NA
2013-02-15,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,40,XALAPA,VERACRUZ,MEXICO,NA,CONTADOR,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2003-09-11,XALAPA,XALAPA,VERACRUZ,NA,NA,NA,NA,5,NA,1,MADRE
2013-02-15,Necesario,MEXICANA,22/05/1967,TEZIUTLAN,TEZIUTLAN,PUEBLA,MEXICO,45,XALAPA,VERACRUZ,MEXICO,10000,EJECUTIVO,XALAPA-ENRIQUEZ,MEXICANA,17/07/1966,NA,PUERTA,CAÑADA MORELOS,PUEBLA,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,7000,1990-12-14,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,EMPLEADO,22,NA,1,MADRE
2013-02-15,Necesario,MEXICANA,13/09/1974,COSAMALOAPAN,COSAMALOAPAN,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,12000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,10000,1996-10-17,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,5,NA,2,NA
2000-03-15,Voluntario,MEXICANA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,MEXICANA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,1985-12-14,COSAMALOAPAN,COSAMALOAPAN,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,ESTABLECIMIENTO,NA,NA,NA,NA
2001-03-15,Voluntario,MEXICANA,30/03/1963,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,37,XALAPA,VERACRUZ,MEXICO,2000,AGENTE DE VENTAS,XALAPA-ENRIQUEZ,MEXICANA,13/08/1968,1968-11-14,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,SECRETARIA,900,1991-05-09,PASO DE OVEJAS,PASO DE OVEJAS,VERACRUZ,PREPARATORIA,EMPLEADO,PRIMARIA,EMPLEADO,9,NA,1,MADRE
2001-03-15,Voluntario,MEXICANA,18/09/1957,GARZA BLANCA,ISLA,VERACRUZ,MEXICO,43,COATEPEC,VERACRUZ,MEXICO,10000,COMERCIANTE,COATEPEC,MEXICANA,11/04/1957,1957-05-20,POZA RICA DE HIDALGO,POZA RICA,VERACRUZ,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,10000,1980-03-08,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,ESTABLECIMIENTO,PROFESIONAL,ESTABLECIMIENTO,20,11,NA,NA
2002-03-15,Voluntario,MEXICANA,28/03/1970,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,2800,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,17/07/1966,1966-12-23,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,800,1990-07-13,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,11,7,3,MADRE
2002-03-15,Voluntario,MEXICANA,29/09/1951,PLAN DE LAS HAYAS,JUCHIQUE DE FERRER,VERACRUZ,MEXICO,50,XALAPA,VERACRUZ,MEXICO,1500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,23/04/1948,1948-04-30,HUEYTAMALCO,HUEYTAMALCO,PUEBLA,MEXICO,53,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,2000,1978-04-28,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,SECUNDARIA,EMPLEADO,22,10,3,MADRE
2005-03-15,Necesario,MEXICANA,26/01/1979,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,23/05/1979,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1998-05-21,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PRIMARIA,EMPLEADO,6,NA,2,NA
2005-03-15,Necesario,MEXICANA,16/03/1980,COATEPEC,COATEPEC,VERACRUZ,MEXICO,24,XALAPA,VERACRUZ,MEXICO,NA,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,COATEPEC,COATEPEC,VERACRUZ,MEXICO,29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1998-01-28,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,NA,NA,NA,NA
2005-03-15,Voluntario,MEXICANA,04/05/1969,TAMPICO,TAMPICO,TAMAULIPAS,MEXICO,35,XALAPA,VERACRUZ,MEXICO,15000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,23/10/1969,1970-02-26,TACUBA,MIGUEL HIDALGO,DISTRITO FEDERAL,MEXICO,35,"NAUCALPAN","NAUCALPAN",MEXICO,MEXICO,COMERCIANTE,5000,1998-06-13,SAN MIGUEL TECAMACHALCO,"NAUCALPAN",MEXICO,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,4,NA,NA,NA
2007-03-15,Necesario,MEXICANA,02/07/1957,TLACOTALPAN,TLACOTALPAN,VERACRUZ,MEXICO,49,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,05/10/1973,NA,LERDO DE TEJADA,LERDO DE TEJADA,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,2500,1990-05-07,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,TRABAJADOR NO REMUNERADO,PROFESIONAL,EMPLEADO,16,NA,2,NA
2007-03-15,Necesario,MEXICANA,17/11/1960,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,46,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,18/02/1965,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,42,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADO,2500,1982-05-06,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PRIMARIA,EMPLEADO,25,NA,2,NA
2007-03-15,Necesario,MEXICANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MEXICANA,03/05/1959,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,47,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,6000,1988-05-06,XALAPA,XALAPA,VERACRUZ,NA,NA,PREPARATORIA,EMPLEADO,16,NA,2,MADRE
2007-03-15,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,2000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,40,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADO,6000,1995-04-22,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,PATRON O EMPRESARIO,PROFESIONAL,EMPLEADO,11,NA,2,MADRE
2011-03-15,Voluntario,MEXICANA,19/03/1976,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,14/08/1983,1983-08-14,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ESTUDIANTE,NA,2006-07-21,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,4,7,NA,NA
2012-03-15,Voluntario,MEXICANA,24/07/1986,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA,VERACRUZ,MEXICO,10000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,24/04/1987,1987-06-24,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,24,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ING. CIVIL,14000,2009-02-11,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,EMPLEADO,2,NA,NA,NA
2013-03-15,Necesario,MEXICANA,17/03/1964,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,48,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,26/05/1966,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,BIOLOGA,40000,1994-01-29,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,16,NA,2,NA
2013-03-15,Voluntario,MEXICANA,15/12/1987,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA,VERACRUZ,MEXICO,NA,ESTUDIANTE,XALAPA-ENRIQUEZ,MEXICANA,10/04/1990,1990-06-29,DEGOLLADO,DEGOLLADO,JALISCO,MEXICO,22,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ESTUDIANTE,NA,2010-12-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,NO TRABAJA,PREPARATORIA,NO TRABAJA,2,NA,NA,NA
2003-04-15,Voluntario,MEXICANA,24/09/1956,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,46,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,07/01/1964,1964-03-06,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1986-12-18,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,16,3,2,MADRE
2003-04-15,Voluntario,MEXICANA,14/11/1971,TUXPAN,TUXPAN,VERACRUZ,MEXICO,31,XALAPA,VERACRUZ,MEXICO,6000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,01/05/1975,1975-07-08,CORDOBA,CORDOBA,VERACRUZ,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3000,2001-02-04,TUXPAN,TUXPAN,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,2,2,NA,NA
2004-04-15,Voluntario,MEXICANA,20/08/1953,MIRADORES,EMILIANO ZAPATA,VERACRUZ,MEXICO,50,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,15/07/1960,1976-12-17,PROVIDENCIA,CUICHAPA,VERACRUZ,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1976-12-20,CUICHAPA,CUICHAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PRIMARIA,NO TRABAJA,27,3,3,MADRE
2004-04-15,Voluntario,MEXICANA,29/09/1969,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,1700,FONTANERO,XALAPA-ENRIQUEZ,MEXICANA,27/08/1969,1973-05-23,MEXICO,MEXICO,MEXICO,MEXICO,34,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,7000,1991-07-02,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,TRABAJA EN SU VIVIENDA,PROFESIONAL,EMPLEADO,12,9,1,MADRE
2005-04-15,Voluntario,MEXICANA,29/04/1962,SANTA MARIA SUCHIXTLAN,NOCHIXTLAN,OAXACA,MEXICO,42,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,17/06/1977,NA,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1996-11-22,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,NO TRABAJA,8,4,NA,NA
